"","week","prop.ascertain","lim.non.HH","measure","intervention","ymin","lower","middle","upper","ymax"
"1463",7,0.5,"1","prop.non.HH","Quarantine + SD",1,2,4,8,11
"1464",8,0.5,"1","prop.non.HH","Quarantine + SD",1,1,5,7,11
"1465",1,0.75,"1","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1466",2,0.75,"1","prop.non.HH","Quarantine + SD",2,3,4,5,7
"1467",3,0.75,"1","prop.non.HH","Quarantine + SD",2,3,5,6,9
"1468",4,0.75,"1","prop.non.HH","Quarantine + SD",1,3,4,6,9
"1469",5,0.75,"1","prop.non.HH","Quarantine + SD",1,3,5,7,9
"1470",6,0.75,"1","prop.non.HH","Quarantine + SD",1,2,4,6,9
"1471",7,0.75,"1","prop.non.HH","Quarantine + SD",1,1,5,6,10
"1472",8,0.75,"1","prop.non.HH","Quarantine + SD",1,1,3,6,10
"1473",1,1,"1","prop.non.HH","Quarantine + SD",2,2,3,4,5
"1474",2,1,"1","prop.non.HH","Quarantine + SD",2,3,5,6,7
"1475",3,1,"1","prop.non.HH","Quarantine + SD",1,3,5,6,8
"1476",4,1,"1","prop.non.HH","Quarantine + SD",1,1,4,6,9
"1477",5,1,"1","prop.non.HH","Quarantine + SD",1,1,3,6,10
"1478",6,1,"1","prop.non.HH","Quarantine + SD",1,1,1,6,9
"1479",7,1,"1","prop.non.HH","Quarantine + SD",1,1,1,6,10
"1480",8,1,"1","prop.non.HH","Quarantine + SD",1,1,1,4,9
"1481",1,0,"5","prop.non.HH","Quarantine + SD",2,3,3,4,6
"1482",2,0,"5","prop.non.HH","Quarantine + SD",2,3,5,6,9
"1483",3,0,"5","prop.non.HH","Quarantine + SD",1,4,6,8,11
"1484",4,0,"5","prop.non.HH","Quarantine + SD",1,5,8,10,11
"1485",5,0,"5","prop.non.HH","Quarantine + SD",1,7,9,11,12
"1486",6,0,"5","prop.non.HH","Quarantine + SD",1,7,10,12,12
"1487",7,0,"5","prop.non.HH","Quarantine + SD",1,8,11,12,12
"1488",8,0,"5","prop.non.HH","Quarantine + SD",1,9,11,12,12
"1489",1,0.25,"5","prop.non.HH","Quarantine + SD",2,2,3,4,5
"1490",2,0.25,"5","prop.non.HH","Quarantine + SD",2,4,5,6,9
"1491",3,0.25,"5","prop.non.HH","Quarantine + SD",1,5,6,9,11
"1492",4,0.25,"5","prop.non.HH","Quarantine + SD",2,6,7,10,11
"1493",5,0.25,"5","prop.non.HH","Quarantine + SD",3,7,9,11,12
"1494",6,0.25,"5","prop.non.HH","Quarantine + SD",2,7,11,12,12
"1495",7,0.25,"5","prop.non.HH","Quarantine + SD",1,9,11,12,12
"1496",8,0.25,"5","prop.non.HH","Quarantine + SD",1,8,11,12,12
"1497",1,0.5,"5","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1498",2,0.5,"5","prop.non.HH","Quarantine + SD",3,4,5,7,9
"1499",3,0.5,"5","prop.non.HH","Quarantine + SD",1,5,6,9,11
"1500",4,0.5,"5","prop.non.HH","Quarantine + SD",1,6,8,10,12
"1501",5,0.5,"5","prop.non.HH","Quarantine + SD",1,6,9,11,12
"1502",6,0.5,"5","prop.non.HH","Quarantine + SD",1,6,9,12,12
"1503",7,0.5,"5","prop.non.HH","Quarantine + SD",1,7,10,12,12
"1504",8,0.5,"5","prop.non.HH","Quarantine + SD",1,8,10,12,12
"1505",1,0.75,"5","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1506",2,0.75,"5","prop.non.HH","Quarantine + SD",2,4,5,6,9
"1507",3,0.75,"5","prop.non.HH","Quarantine + SD",1,3,6,8,10
"1508",4,0.75,"5","prop.non.HH","Quarantine + SD",1,3,6,8,11
"1509",5,0.75,"5","prop.non.HH","Quarantine + SD",1,2,6,9,11
"1510",6,0.75,"5","prop.non.HH","Quarantine + SD",1,1,8,10,12
"1511",7,0.75,"5","prop.non.HH","Quarantine + SD",1,1,8,11,12
"1512",8,0.75,"5","prop.non.HH","Quarantine + SD",1,1,8,11,12
"1513",1,1,"5","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1514",2,1,"5","prop.non.HH","Quarantine + SD",2,3,5,6,8
"1515",3,1,"5","prop.non.HH","Quarantine + SD",1,3,5,8,10
"1516",4,1,"5","prop.non.HH","Quarantine + SD",1,1,5,8,11
"1517",5,1,"5","prop.non.HH","Quarantine + SD",1,1,5,9,12
"1518",6,1,"5","prop.non.HH","Quarantine + SD",1,1,5,10,12
"1519",7,1,"5","prop.non.HH","Quarantine + SD",1,1,2,10,12
"1520",8,1,"5","prop.non.HH","Quarantine + SD",1,1,2,10,12
"1521",1,0,"10","prop.non.HH","Quarantine + SD",2,2,3,4,5
"1522",2,0,"10","prop.non.HH","Quarantine + SD",2,4,5,7,9
"1523",3,0,"10","prop.non.HH","Quarantine + SD",2,5,7,9,10
"1524",4,0,"10","prop.non.HH","Quarantine + SD",3,6,9,11,12
"1525",5,0,"10","prop.non.HH","Quarantine + SD",5,7,10,11,12
"1526",6,0,"10","prop.non.HH","Quarantine + SD",6,8,11,12,12
"1527",7,0,"10","prop.non.HH","Quarantine + SD",7,10,12,12,12
"1528",8,0,"10","prop.non.HH","Quarantine + SD",7,10,12,12,12
"1529",1,0.25,"10","prop.non.HH","Quarantine + SD",1,2,3,4,6
"1530",2,0.25,"10","prop.non.HH","Quarantine + SD",2,4,5,7,8
"1531",3,0.25,"10","prop.non.HH","Quarantine + SD",1,4,7,8,11
"1532",4,0.25,"10","prop.non.HH","Quarantine + SD",1,5,9,10,12
"1533",5,0.25,"10","prop.non.HH","Quarantine + SD",1,6,10,11,12
"1534",6,0.25,"10","prop.non.HH","Quarantine + SD",1,7,11,12,12
"1535",7,0.25,"10","prop.non.HH","Quarantine + SD",1,8,12,12,12
"1536",8,0.25,"10","prop.non.HH","Quarantine + SD",1,9,12,12,12
"1537",1,0.5,"10","prop.non.HH","Quarantine + SD",2,2,3,4,6
"1538",2,0.5,"10","prop.non.HH","Quarantine + SD",2,4,5,7,8
"1539",3,0.5,"10","prop.non.HH","Quarantine + SD",1,5,6,9,11
"1540",4,0.5,"10","prop.non.HH","Quarantine + SD",1,5,7,10,12
"1541",5,0.5,"10","prop.non.HH","Quarantine + SD",1,6,8,10,12
"1542",6,0.5,"10","prop.non.HH","Quarantine + SD",1,7,10,11,12
"1543",7,0.5,"10","prop.non.HH","Quarantine + SD",1,8,11,12,12
"1544",8,0.5,"10","prop.non.HH","Quarantine + SD",1,8,11,12,12
"1545",1,0.75,"10","prop.non.HH","Quarantine + SD",2,2,3,4,5
"1546",2,0.75,"10","prop.non.HH","Quarantine + SD",2,4,5,6,8
"1547",3,0.75,"10","prop.non.HH","Quarantine + SD",1,4,6,9,10
"1548",4,0.75,"10","prop.non.HH","Quarantine + SD",1,4,7,9,12
"1549",5,0.75,"10","prop.non.HH","Quarantine + SD",1,4,7,10,12
"1550",6,0.75,"10","prop.non.HH","Quarantine + SD",1,2,9,11,12
"1551",7,0.75,"10","prop.non.HH","Quarantine + SD",1,1,10,12,12
"1552",8,0.75,"10","prop.non.HH","Quarantine + SD",1,1,10,12,12
"1553",1,1,"10","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1554",2,1,"10","prop.non.HH","Quarantine + SD",2,3,4,6,8
"1555",3,1,"10","prop.non.HH","Quarantine + SD",1,3,6,7,10
"1556",4,1,"10","prop.non.HH","Quarantine + SD",1,3,6,9,11
"1557",5,1,"10","prop.non.HH","Quarantine + SD",1,1,6,10,12
"1558",6,1,"10","prop.non.HH","Quarantine + SD",1,1,6,11,12
"1559",7,1,"10","prop.non.HH","Quarantine + SD",1,1,6,11,12
"1560",8,1,"10","prop.non.HH","Quarantine + SD",1,1,5,11,12
"1561",1,0,"Inf","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1562",2,0,"Inf","prop.non.HH","Quarantine + SD",2,3,5,7,9
"1563",3,0,"Inf","prop.non.HH","Quarantine + SD",1,5,6,9,11
"1564",4,0,"Inf","prop.non.HH","Quarantine + SD",1,6,8,10,12
"1565",5,0,"Inf","prop.non.HH","Quarantine + SD",1,7,10,12,12
"1566",6,0,"Inf","prop.non.HH","Quarantine + SD",1,8,11,12,12
"1567",7,0,"Inf","prop.non.HH","Quarantine + SD",1,9,12,12,12
"1568",8,0,"Inf","prop.non.HH","Quarantine + SD",1,10,12,12,12
"1569",1,0.25,"Inf","prop.non.HH","Quarantine + SD",2,2,3,4,7
"1570",2,0.25,"Inf","prop.non.HH","Quarantine + SD",2,4,5,7,9
"1571",3,0.25,"Inf","prop.non.HH","Quarantine + SD",1,5,6,9,11
"1572",4,0.25,"Inf","prop.non.HH","Quarantine + SD",1,6,8,10,12
"1573",5,0.25,"Inf","prop.non.HH","Quarantine + SD",1,7,10,11,12
"1574",6,0.25,"Inf","prop.non.HH","Quarantine + SD",3,8,11,12,12
"1575",7,0.25,"Inf","prop.non.HH","Quarantine + SD",1,10,12,12,12
"1576",8,0.25,"Inf","prop.non.HH","Quarantine + SD",1,11,12,12,12
"1577",1,0.5,"Inf","prop.non.HH","Quarantine + SD",2,2,3,4,5
"1578",2,0.5,"Inf","prop.non.HH","Quarantine + SD",2,3,5,6,9
"1579",3,0.5,"Inf","prop.non.HH","Quarantine + SD",1,5,6,9,11
"1580",4,0.5,"Inf","prop.non.HH","Quarantine + SD",1,5,8,10,12
"1581",5,0.5,"Inf","prop.non.HH","Quarantine + SD",1,7,8,11,12
"1582",6,0.5,"Inf","prop.non.HH","Quarantine + SD",1,8,10,12,12
"1583",7,0.5,"Inf","prop.non.HH","Quarantine + SD",1,9,12,12,12
"1584",8,0.5,"Inf","prop.non.HH","Quarantine + SD",1,9,11,12,12
"1585",1,0.75,"Inf","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1586",2,0.75,"Inf","prop.non.HH","Quarantine + SD",2,4,5,6,8
"1587",3,0.75,"Inf","prop.non.HH","Quarantine + SD",1,4,6,8,11
"1588",4,0.75,"Inf","prop.non.HH","Quarantine + SD",1,4,7,10,11
"1589",5,0.75,"Inf","prop.non.HH","Quarantine + SD",1,6,8,11,12
"1590",6,0.75,"Inf","prop.non.HH","Quarantine + SD",1,6,9,11,12
"1591",7,0.75,"Inf","prop.non.HH","Quarantine + SD",1,7,10,11,12
"1592",8,0.75,"Inf","prop.non.HH","Quarantine + SD",1,6,10,11,12
"1593",1,1,"Inf","prop.non.HH","Quarantine + SD",2,2,3,4,5
"1594",2,1,"Inf","prop.non.HH","Quarantine + SD",2,4,5,6,9
"1595",3,1,"Inf","prop.non.HH","Quarantine + SD",1,4,6,9,11
"1596",4,1,"Inf","prop.non.HH","Quarantine + SD",1,3,7,10,12
"1597",5,1,"Inf","prop.non.HH","Quarantine + SD",1,1,6,10,12
"1598",6,1,"Inf","prop.non.HH","Quarantine + SD",1,1,6,10,12
"1599",7,1,"Inf","prop.non.HH","Quarantine + SD",1,1,4,11,12
"1600",8,1,"Inf","prop.non.HH","Quarantine + SD",1,1,4,11,12
"1601",1,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1602",2,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1603",3,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1604",4,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1605",5,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1606",6,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1607",7,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1608",8,0,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1609",1,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,0,3,29
"1610",2,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,4,15,66
"1611",3,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,4,22,64
"1612",4,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,0,15,45
"1613",5,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,35
"1614",6,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,17
"1615",7,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,13
"1616",8,0.25,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1617",1,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,0,14,65
"1618",2,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,2,36,126
"1619",3,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,2,42,109
"1620",4,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,0,13,100
"1621",5,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,43
"1622",6,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,28
"1623",7,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,3
"1624",8,0.5,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1625",1,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,0,11,84
"1626",2,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,3,66,171
"1627",3,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,0,29,202
"1628",4,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,0,11,142
"1629",5,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,130
"1630",6,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,106
"1631",7,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,68
"1632",8,0.75,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1633",1,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,24,126
"1634",2,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,63,316
"1635",3,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,84,301
"1636",4,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,8,211
"1637",5,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,63
"1638",6,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,42
"1639",7,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1640",8,1,"0","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1641",1,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1642",2,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1643",3,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1644",4,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1645",5,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1646",6,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1647",7,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1648",8,0,"1","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1649",1,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,0,1,28
"1650",2,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,2,15,52
"1651",3,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,3,16,55
"1652",4,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,6,23,46
"1653",5,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,7,42,94
"1654",6,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,6,35,107
"1655",7,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,16,56,140
"1656",8,0.25,"1","nhh.con.iso","Quarantine + SD",0,0,6,44,133
"1657",1,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,0,12,66
"1658",2,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,2,42,123
"1659",3,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,11,65,154
"1660",4,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,8,47,206
"1661",5,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,10,63,161
"1662",6,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,3,57,156
"1663",7,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,1,47,235
"1664",8,0.5,"1","nhh.con.iso","Quarantine + SD",0,0,2,48,232
"1665",1,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,0,16,100
"1666",2,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,1,56,142
"1667",3,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,13,74,237
"1668",4,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,9,70,212
"1669",5,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,10,63,248
"1670",6,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,5,62,231
"1671",7,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,1,69,309
"1672",8,0.75,"1","nhh.con.iso","Quarantine + SD",0,0,0,58,337
"1673",1,1,"1","nhh.con.iso","Quarantine + SD",0,0,1,25,126
"1674",2,1,"1","nhh.con.iso","Quarantine + SD",0,0,14,66,221
"1675",3,1,"1","nhh.con.iso","Quarantine + SD",0,0,14,108,339
"1676",4,1,"1","nhh.con.iso","Quarantine + SD",0,0,6,84,215
"1677",5,1,"1","nhh.con.iso","Quarantine + SD",0,0,0,92,462
"1678",6,1,"1","nhh.con.iso","Quarantine + SD",0,0,0,28,303
"1679",7,1,"1","nhh.con.iso","Quarantine + SD",0,0,0,48,257
"1680",8,1,"1","nhh.con.iso","Quarantine + SD",0,0,0,2,174
"1681",1,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1682",2,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1683",3,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1684",4,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1685",5,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1686",6,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1687",7,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1688",8,0,"5","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1689",1,0.25,"5","nhh.con.iso","Quarantine + SD",0,0,0,10,32
"1690",2,0.25,"5","nhh.con.iso","Quarantine + SD",0,1,4,29,84
"1691",3,0.25,"5","nhh.con.iso","Quarantine + SD",0,0,13,52,164
"1692",4,0.25,"5","nhh.con.iso","Quarantine + SD",0,1,26,88,200
"1693",5,0.25,"5","nhh.con.iso","Quarantine + SD",0,19,68,197,439
"1694",6,0.25,"5","nhh.con.iso","Quarantine + SD",0,33,123,293,1071
"1695",7,0.25,"5","nhh.con.iso","Quarantine + SD",0,41,225,607,2468
"1696",8,0.25,"5","nhh.con.iso","Quarantine + SD",0,34,298,777,3207
"1697",1,0.5,"5","nhh.con.iso","Quarantine + SD",0,0,0,10,44
"1698",2,0.5,"5","nhh.con.iso","Quarantine + SD",0,0,13,74,181
"1699",3,0.5,"5","nhh.con.iso","Quarantine + SD",0,2,33,133,326
"1700",4,0.5,"5","nhh.con.iso","Quarantine + SD",0,2,72,213,530
"1701",5,0.5,"5","nhh.con.iso","Quarantine + SD",0,22,104,365,837
"1702",6,0.5,"5","nhh.con.iso","Quarantine + SD",0,18,176,670,1599
"1703",7,0.5,"5","nhh.con.iso","Quarantine + SD",0,52,280,795,2956
"1704",8,0.5,"5","nhh.con.iso","Quarantine + SD",0,79,385,990,4021
"1705",1,0.75,"5","nhh.con.iso","Quarantine + SD",0,0,1,29,76
"1706",2,0.75,"5","nhh.con.iso","Quarantine + SD",0,1,10,58,234
"1707",3,0.75,"5","nhh.con.iso","Quarantine + SD",0,0,36,144,356
"1708",4,0.75,"5","nhh.con.iso","Quarantine + SD",0,0,36,177,695
"1709",5,0.75,"5","nhh.con.iso","Quarantine + SD",0,0,45,275,1098
"1710",6,0.75,"5","nhh.con.iso","Quarantine + SD",0,0,107,457,2512
"1711",7,0.75,"5","nhh.con.iso","Quarantine + SD",0,0,122,610,3598
"1712",8,0.75,"5","nhh.con.iso","Quarantine + SD",0,0,127,666,2989
"1713",1,1,"5","nhh.con.iso","Quarantine + SD",0,0,0,29,113
"1714",2,1,"5","nhh.con.iso","Quarantine + SD",0,0,10,60,235
"1715",3,1,"5","nhh.con.iso","Quarantine + SD",0,0,45,160,310
"1716",4,1,"5","nhh.con.iso","Quarantine + SD",0,0,26,206,808
"1717",5,1,"5","nhh.con.iso","Quarantine + SD",0,0,34,233,2002
"1718",6,1,"5","nhh.con.iso","Quarantine + SD",0,0,23,442,2637
"1719",7,1,"5","nhh.con.iso","Quarantine + SD",0,0,5,686,4326
"1720",8,1,"5","nhh.con.iso","Quarantine + SD",0,0,0,719,4455
"1721",1,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1722",2,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1723",3,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1724",4,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1725",5,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1726",6,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1727",7,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1728",8,0,"10","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1729",1,0.25,"10","nhh.con.iso","Quarantine + SD",0,0,2,12,30
"1730",2,0.25,"10","nhh.con.iso","Quarantine + SD",0,2,7,30,94
"1731",3,0.25,"10","nhh.con.iso","Quarantine + SD",0,3,21,64,150
"1732",4,0.25,"10","nhh.con.iso","Quarantine + SD",0,8,38,130,303
"1733",5,0.25,"10","nhh.con.iso","Quarantine + SD",0,11,114,253,766
"1734",6,0.25,"10","nhh.con.iso","Quarantine + SD",0,34,264,632,1278
"1735",7,0.25,"10","nhh.con.iso","Quarantine + SD",0,119,444,1274,3259
"1736",8,0.25,"10","nhh.con.iso","Quarantine + SD",0,121,670,1589,4157
"1737",1,0.5,"10","nhh.con.iso","Quarantine + SD",0,0,5,23,71
"1738",2,0.5,"10","nhh.con.iso","Quarantine + SD",0,5,28,58,130
"1739",3,0.5,"10","nhh.con.iso","Quarantine + SD",0,5,62,158,448
"1740",4,0.5,"10","nhh.con.iso","Quarantine + SD",0,10,96,259,781
"1741",5,0.5,"10","nhh.con.iso","Quarantine + SD",0,17,82,374,885
"1742",6,0.5,"10","nhh.con.iso","Quarantine + SD",0,38,194,766,1932
"1743",7,0.5,"10","nhh.con.iso","Quarantine + SD",0,104,428,1072,3442
"1744",8,0.5,"10","nhh.con.iso","Quarantine + SD",0,78,439,1475,5278
"1745",1,0.75,"10","nhh.con.iso","Quarantine + SD",0,0,0,23,78
"1746",2,0.75,"10","nhh.con.iso","Quarantine + SD",0,8,36,108,389
"1747",3,0.75,"10","nhh.con.iso","Quarantine + SD",0,17,67,194,452
"1748",4,0.75,"10","nhh.con.iso","Quarantine + SD",0,0,80,355,794
"1749",5,0.75,"10","nhh.con.iso","Quarantine + SD",0,6,86,432,1273
"1750",6,0.75,"10","nhh.con.iso","Quarantine + SD",0,0,177,788,3156
"1751",7,0.75,"10","nhh.con.iso","Quarantine + SD",0,0,336,1585,5630
"1752",8,0.75,"10","nhh.con.iso","Quarantine + SD",0,0,408,1885,8060
"1753",1,1,"10","nhh.con.iso","Quarantine + SD",0,0,0,38,154
"1754",2,1,"10","nhh.con.iso","Quarantine + SD",0,0,20,82,266
"1755",3,1,"10","nhh.con.iso","Quarantine + SD",0,0,54,218,584
"1756",4,1,"10","nhh.con.iso","Quarantine + SD",0,0,72,316,980
"1757",5,1,"10","nhh.con.iso","Quarantine + SD",0,0,188,538,2148
"1758",6,1,"10","nhh.con.iso","Quarantine + SD",0,0,126,756,3009
"1759",7,1,"10","nhh.con.iso","Quarantine + SD",0,0,54,1327,7963
"1760",8,1,"10","nhh.con.iso","Quarantine + SD",0,0,102,1321,9300
"1761",1,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1762",2,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1763",3,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1764",4,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1765",5,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1766",6,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1767",7,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1768",8,0,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,0,0
"1769",1,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,0,0,18,58
"1770",2,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,0,17,65,157
"1771",3,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,0,44,161,322
"1772",4,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,21,89,192,794
"1773",5,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,72,226,483,1547
"1774",6,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,121,515,1335,3817
"1775",7,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,346,1223,2966,9568
"1776",8,0.25,"Inf","nhh.con.iso","Quarantine + SD",0,366,1734,3708,9973
"1777",1,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,0,6,43,121
"1778",2,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,0,45,110,239
"1779",3,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,9,73,288,809
"1780",4,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,11,121,504,1686
"1781",5,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,69,341,1268,2908
"1782",6,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,103,590,2184,5174
"1783",7,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,520,1482,4087,9885
"1784",8,0.5,"Inf","nhh.con.iso","Quarantine + SD",0,432,2146,5460,12177
"1785",1,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,0,14,67,146
"1786",2,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,1,49,164,405
"1787",3,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,3,72,309,787
"1788",4,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,22,190,597,1331
"1789",5,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,56,314,1194,3635
"1790",6,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,56,382,1965,9759
"1791",7,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,60,1204,3231,20670
"1792",8,0.75,"Inf","nhh.con.iso","Quarantine + SD",0,34,1246,4031,18368
"1793",1,1,"Inf","nhh.con.iso","Quarantine + SD",0,0,2,63,159
"1794",2,1,"Inf","nhh.con.iso","Quarantine + SD",0,13,124,308,769
"1795",3,1,"Inf","nhh.con.iso","Quarantine + SD",0,0,214,503,1266
"1796",4,1,"Inf","nhh.con.iso","Quarantine + SD",0,4,280,756,2583
"1797",5,1,"Inf","nhh.con.iso","Quarantine + SD",0,0,260,1211,3735
"1798",6,1,"Inf","nhh.con.iso","Quarantine + SD",0,0,104,1316,6406
"1799",7,1,"Inf","nhh.con.iso","Quarantine + SD",0,0,44,1341,12681
"1800",8,1,"Inf","nhh.con.iso","Quarantine + SD",0,0,17,1398,13531
"1801",1,0,"0","con.iso","Quarantine + SD",0,0,0,75,144
"1802",2,0,"0","con.iso","Quarantine + SD",0,0,9,52,195
"1803",3,0,"0","con.iso","Quarantine + SD",0,0,0,54,189
"1804",4,0,"0","con.iso","Quarantine + SD",0,0,0,41,153
"1805",5,0,"0","con.iso","Quarantine + SD",0,0,0,0,142
"1806",6,0,"0","con.iso","Quarantine + SD",0,0,0,0,159
"1807",7,0,"0","con.iso","Quarantine + SD",0,0,0,0,26
